,host_is_superhost,cancellation_policy,instant_bookable,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price,bedrooms_na,bathrooms_na,beds_na,review_scores_rating_na,review_scores_accuracy_na,review_scores_cleanliness_na,review_scores_checkin_na,review_scores_communication_na,review_scores_location_na,review_scores_value_na
5465,f,strict_14_with_grace_period,f,2.0,Inner Sunset,37.75443,-122.46029,House,Private room,2.0,1.0,1.0,1.0,Real Bed,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5466,t,moderate,t,2.0,Outer Mission,37.71623,-122.44973,House,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,9.0,100.0,10.0,10.0,10.0,10.0,9.0,9.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5467,t,strict_14_with_grace_period,t,8.0,Western Addition,37.78638,-122.43977,House,Private room,2.0,1.0,1.0,1.0,Real Bed,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,8.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5468,f,flexible,t,4.0,Inner Richmond,37.78333,-122.47089,Apartment,Private room,4.0,1.0,1.0,2.0,Real Bed,1.0,40.0,87.0,9.0,9.0,10.0,9.0,9.0,9.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5469,f,moderate,f,1.0,Russian Hill,37.80541,-122.42306,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,2.0,7.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5470,f,strict_14_with_grace_period,f,3.0,Western Addition,37.78466,-122.43279,Apartment,Entire home/apt,2.0,1.0,0.0,2.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5471,t,moderate,t,4.0,Pacific Heights,37.79689,-122.42419,Condominium,Entire home/apt,6.0,2.0,2.0,2.0,Real Bed,5.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,700.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5472,f,flexible,t,439.0,Downtown/Civic Center,37.78984,-122.41115,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,254.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5473,f,flexible,t,439.0,Nob Hill,37.7912,-122.40965,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,216.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5474,f,strict_14_with_grace_period,t,6.0,Inner Sunset,37.75729,-122.45538,Apartment,Private room,1.0,1.0,1.0,1.0,Real Bed,31.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5475,t,flexible,t,1.0,Lakeshore,37.73107,-122.47468,Guest suite,Entire home/apt,4.0,1.0,1.0,1.0,Real Bed,2.0,27.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5476,t,flexible,f,3.0,Outer Sunset,37.74873,-122.50563,House,Private room,1.0,1.0,1.0,1.0,Real Bed,1.0,34.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5477,t,strict_14_with_grace_period,f,5.0,Bernal Heights,37.74312,-122.41106,House,Private room,1.0,1.0,1.0,1.0,Real Bed,5.0,10.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5478,f,moderate,t,1.0,Marina,37.8012,-122.44152,Condominium,Entire home/apt,4.0,1.5,2.0,2.0,Real Bed,5.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5479,f,strict_14_with_grace_period,t,41.0,Downtown/Civic Center,37.79006,-122.40743,Serviced apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,2.0,5.0,92.0,10.0,10.0,10.0,10.0,10.0,10.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5480,t,flexible,t,1.0,Excelsior,37.72274,-122.42815,House,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,2.0,32.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5481,f,moderate,t,1.0,Outer Richmond,37.78399,-122.48555,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,3.0,10.0,92.0,10.0,9.0,9.0,10.0,9.0,9.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5482,t,moderate,f,1.0,Parkside,37.7383,-122.49526,Apartment,Entire home/apt,4.0,2.0,1.0,2.0,Real Bed,2.0,50.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5483,f,moderate,t,1.0,Ocean View,37.7199,-122.46548,House,Private room,2.0,1.5,1.0,1.0,Real Bed,2.0,20.0,90.0,9.0,10.0,10.0,10.0,9.0,9.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5484,f,flexible,f,2.0,Mission,37.75361,-122.41032,Condominium,Entire home/apt,4.0,2.5,2.0,3.0,Real Bed,4.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5485,f,strict_14_with_grace_period,f,1.0,Lakeshore,37.73267,-122.47668,Apartment,Entire home/apt,5.0,1.0,3.0,4.0,Real Bed,30.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5486,f,flexible,f,1.0,Outer Sunset,37.7587,-122.505,House,Private room,1.0,1.0,1.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5487,t,flexible,f,5.0,Parkside,37.74557,-122.48101,House,Shared room,1.0,1.0,1.0,1.0,Real Bed,30.0,1.0,80.0,10.0,10.0,10.0,10.0,10.0,8.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5488,t,moderate,f,1.0,Excelsior,37.71853,-122.42912,House,Entire home/apt,5.0,1.5,2.0,3.0,Real Bed,1.0,54.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5489,f,moderate,t,1.0,Inner Richmond,37.78602,-122.46352,Apartment,Entire home/apt,6.0,2.0,3.0,3.0,Real Bed,5.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5490,f,flexible,t,3.0,Downtown/Civic Center,37.78947,-122.4103,Apartment,Private room,1.0,1.0,0.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,68.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5491,f,strict_14_with_grace_period,t,14.0,Parkside,37.74417,-122.47415,Apartment,Private room,4.0,1.0,1.0,1.0,Real Bed,30.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5492,t,moderate,t,1.0,Twin Peaks,37.7479,-122.44537,House,Private room,4.0,1.0,2.0,2.0,Real Bed,3.0,19.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5493,f,strict_14_with_grace_period,t,3.0,Inner Richmond,37.77631,-122.46824,House,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,29.0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5494,f,strict_14_with_grace_period,t,3.0,Inner Richmond,37.7762,-122.46866,House,Private room,2.0,1.0,1.0,3.0,Real Bed,2.0,38.0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5495,f,flexible,t,1.0,Potrero Hill,37.7555,-122.38947,Condominium,Private room,2.0,1.0,1.0,2.0,Real Bed,1.0,17.0,95.0,10.0,10.0,10.0,10.0,9.0,10.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5496,f,flexible,t,4.0,Nob Hill,37.79177,-122.41924,Apartment,Shared room,2.0,5.0,1.0,2.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5497,f,flexible,t,4.0,Nob Hill,37.79328,-122.41924,Apartment,Private room,1.0,5.0,1.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5498,f,flexible,t,4.0,Nob Hill,37.79158,-122.41922,Apartment,Private room,2.0,5.0,1.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5499,t,strict_14_with_grace_period,f,89.0,Downtown/Civic Center,37.77956,-122.42321,Boutique hotel,Private room,2.0,1.0,0.0,1.0,Real Bed,1.0,7.0,94.0,9.0,9.0,10.0,10.0,9.0,9.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5500,f,moderate,f,2.0,South of Market,37.77731,-122.40599,Condominium,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,3.0,3.0,80.0,9.0,9.0,10.0,9.0,8.0,9.0,194.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5501,t,moderate,f,1.0,Outer Sunset,37.75594,-122.50736,Guest suite,Entire home/apt,4.0,1.5,1.0,1.0,Real Bed,2.0,28.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5502,f,strict_14_with_grace_period,f,1.0,Castro/Upper Market,37.76701,-122.43769,House,Entire home/apt,6.0,2.0,3.0,5.0,Real Bed,3.0,1.0,100.0,10.0,8.0,10.0,10.0,10.0,10.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5503,f,strict_14_with_grace_period,f,3.0,Western Addition,37.78243,-122.43349,Apartment,Entire home/apt,2.0,1.0,0.0,2.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5504,t,moderate,t,1.0,Parkside,37.74558,-122.49904,Guest suite,Entire home/apt,4.0,1.0,1.0,3.0,Real Bed,3.0,29.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5505,f,moderate,f,2.0,South of Market,37.77859,-122.40286,Condominium,Entire home/apt,6.0,2.0,2.0,2.0,Real Bed,4.0,2.0,100.0,9.0,9.0,10.0,10.0,8.0,7.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5506,t,moderate,f,852.0,Mission,37.75706,-122.41095,Apartment,Entire home/apt,6.0,2.0,3.0,3.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,270.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5507,t,strict_14_with_grace_period,f,4.0,Mission,37.75579,-122.41438,Townhouse,Entire home/apt,5.0,1.5,2.0,2.0,Real Bed,2.0,19.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5508,t,moderate,t,3.0,South of Market,37.77824,-122.40634,Apartment,Entire home/apt,2.0,1.0,0.0,2.0,Real Bed,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5509,t,strict_14_with_grace_period,t,6.0,Castro/Upper Market,37.76065,-122.42906,House,Entire home/apt,2.0,0.0,1.0,1.0,Real Bed,5.0,7.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5510,f,strict_14_with_grace_period,f,10.0,Outer Sunset,37.76507,-122.47879,Apartment,Private room,4.0,1.0,1.0,2.0,Real Bed,30.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5511,t,moderate,f,22.0,Castro/Upper Market,37.7581,-122.43452,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,30.0,2.0,100.0,10.0,8.0,10.0,10.0,10.0,9.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5512,t,moderate,f,9.0,Outer Mission,37.72384,-122.43988,House,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5513,t,flexible,f,4.0,Western Addition,37.77389,-122.43095,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,115.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5514,f,moderate,t,5.0,Nob Hill,37.79147,-122.41121,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,39.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5515,f,moderate,t,5.0,Nob Hill,37.79094,-122.41104,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,30.0,94.0,9.0,10.0,10.0,9.0,10.0,9.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5516,t,moderate,f,8.0,Outer Richmond,37.78108,-122.49094,Apartment,Private room,1.0,1.0,1.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,64.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5517,f,moderate,t,5.0,Nob Hill,37.79101,-122.41099,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,35.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5518,f,moderate,t,5.0,Nob Hill,37.79141,-122.4112,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,37.0,94.0,10.0,10.0,10.0,10.0,10.0,9.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5519,f,strict_14_with_grace_period,t,51.0,Financial District,37.79772,-122.3988,Apartment,Entire home/apt,4.0,1.0,0.0,2.0,Real Bed,31.0,2.0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5520,f,moderate,f,2.0,Pacific Heights,37.79173,-122.44627,Condominium,Entire home/apt,8.0,2.0,3.0,4.0,Real Bed,60.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,358.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5521,f,strict_14_with_grace_period,t,1.0,Parkside,37.73582,-122.49642,House,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,2.0,5.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5522,f,flexible,f,3.0,South of Market,37.77936,-122.41246,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,120.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5523,f,super_strict_30,t,27.0,North Beach,37.80533,-122.40704,Townhouse,Entire home/apt,5.0,3.0,3.0,3.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,417.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5524,t,flexible,f,3.0,Bernal Heights,37.74675,-122.42287,Condominium,Private room,1.0,1.5,1.0,1.0,Real Bed,2.0,21.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5525,f,strict_14_with_grace_period,t,2.0,Excelsior,37.71849,-122.42826,House,Entire home/apt,6.0,1.0,2.0,3.0,Real Bed,31.0,23.0,90.0,10.0,8.0,10.0,10.0,9.0,9.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5526,t,strict_14_with_grace_period,f,6.0,South of Market,37.77495,-122.39328,Apartment,Entire home/apt,4.0,1.0,1.0,3.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5527,f,strict_14_with_grace_period,t,7.0,Nob Hill,37.79348,-122.41246,Apartment,Entire home/apt,6.0,2.0,2.0,3.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,210.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5528,f,flexible,t,2.0,Pacific Heights,37.79576,-122.43389,Apartment,Entire home/apt,5.0,2.0,2.0,3.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5529,t,flexible,f,1.0,Inner Sunset,37.75956,-122.46843,Guest suite,Entire home/apt,3.0,1.0,1.0,2.0,Real Bed,2.0,31.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5530,f,flexible,f,2.0,North Beach,37.80757,-122.40771,Apartment,Entire home/apt,2.0,1.0,1.0,2.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,130.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5531,f,flexible,f,1.0,Twin Peaks,37.75766,-122.44441,Guest suite,Entire home/apt,4.0,1.5,1.0,2.0,Real Bed,31.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,845.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5532,t,strict_14_with_grace_period,t,4.0,Castro/Upper Market,37.76445,-122.43482,Apartment,Private room,1.0,1.0,1.0,1.0,Real Bed,3.0,28.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5533,f,flexible,t,1.0,Western Addition,37.78336,-122.43112,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,60.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5534,t,moderate,f,1.0,Haight Ashbury,37.76983,-122.45343,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,21.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5535,f,moderate,f,1.0,Western Addition,37.7695,-122.43242,Condominium,Entire home/apt,3.0,2.0,2.0,3.0,Real Bed,18.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5536,t,moderate,f,1.0,Bernal Heights,37.7457,-122.4156,House,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,23.0,97.0,10.0,9.0,10.0,10.0,10.0,9.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5537,t,moderate,t,35.0,Haight Ashbury,37.76892,-122.44934,Hostel,Private room,3.0,5.0,1.0,2.0,Real Bed,1.0,28.0,96.0,10.0,8.0,10.0,10.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5538,t,moderate,t,35.0,Haight Ashbury,37.76972,-122.44957,Hostel,Private room,2.0,1.0,1.0,2.0,Real Bed,1.0,31.0,97.0,10.0,9.0,10.0,10.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5539,f,flexible,f,43.0,Nob Hill,37.79097,-122.41915,House,Shared room,2.0,1.0,1.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,40.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5540,f,moderate,t,2.0,Western Addition,37.77286,-122.43348,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,3.0,23.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5541,f,moderate,f,1.0,Parkside,37.73984,-122.50581,House,Entire home/apt,4.0,2.0,3.0,4.0,Real Bed,2.0,3.0,93.0,9.0,7.0,10.0,9.0,10.0,9.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5542,t,strict_14_with_grace_period,t,1.0,Ocean View,37.72098,-122.45662,House,Private room,2.0,3.0,1.0,1.0,Real Bed,2.0,9.0,100.0,10.0,10.0,10.0,10.0,9.0,10.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5543,f,strict_14_with_grace_period,f,2.0,Noe Valley,37.75075,-122.42638,Apartment,Entire home/apt,6.0,2.5,3.0,3.0,Real Bed,1.0,6.0,93.0,10.0,9.0,10.0,10.0,10.0,8.0,499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5544,f,strict_14_with_grace_period,f,2.0,Mission,37.75061,-122.42418,Condominium,Private room,2.0,1.5,1.0,1.0,Real Bed,1.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5545,t,moderate,f,41.0,Mission,37.75693,-122.42542,Condominium,Entire home/apt,3.0,1.0,2.0,2.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,213.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5546,t,moderate,f,2.0,Outer Mission,37.7272,-122.43905,House,Entire home/apt,9.0,3.0,3.0,6.0,Real Bed,2.0,9.0,98.0,10.0,9.0,10.0,10.0,9.0,9.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5547,t,flexible,f,2.0,South of Market,37.77647,-122.40726,Townhouse,Private room,4.0,1.5,1.0,2.0,Real Bed,1.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5548,f,strict_14_with_grace_period,f,1.0,West of Twin Peaks,37.73538,-122.45257,House,Entire home/apt,5.0,1.0,3.0,2.0,Real Bed,5.0,3.0,87.0,7.0,10.0,10.0,10.0,9.0,9.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5549,t,moderate,f,852.0,Castro/Upper Market,37.76296,-122.43091,Condominium,Entire home/apt,4.0,2.0,2.0,2.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,241.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5550,t,moderate,f,852.0,Potrero Hill,37.76272,-122.39321,Apartment,Entire home/apt,2.0,2.0,1.0,1.0,Real Bed,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5551,t,moderate,f,852.0,Potrero Hill,37.76317,-122.39521,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,199.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5552,t,moderate,f,852.0,Potrero Hill,37.76258,-122.39347,Apartment,Entire home/apt,2.0,2.0,1.0,1.0,Real Bed,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,8.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5553,t,moderate,f,852.0,South of Market,37.77851,-122.39861,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,186.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5554,t,moderate,f,852.0,South of Market,37.777,-122.39689,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,186.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5555,t,strict_14_with_grace_period,t,10.0,Pacific Heights,37.79645,-122.43198,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,Real Bed,60.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,325.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5556,f,moderate,t,1.0,Outer Sunset,37.74825,-122.48424,Guest suite,Entire home/apt,3.0,1.0,1.0,2.0,Real Bed,2.0,12.0,88.0,9.0,9.0,10.0,9.0,9.0,9.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
